review_text,rating,review_date
banyak promo di Shopee pengiriman celat toko2 nya amanah,5,2025-11-18 17:02:18
senang sekali beli di Shopee,5,2025-11-18 17:02:16
pelayanan sangat memuaskan,5,2025-11-18 17:00:58
mudah-mudahan tetap memuaskan,5,2025-11-18 17:00:46
"sangat membantu,",5,2025-11-18 16:58:56
good,5,2025-11-18 16:58:33
Oky,5,2025-11-18 16:58:07
shopee makin baik dari barang dan pengiriman. thank's,5,2025-11-18 16:57:50
app yg sangant mmbantu,5,2025-11-18 16:57:35
kenapa gabisa di download ya karena penyimpanan kuuu gabisaa ahhh tolong bagaimana ini bisa kah kalian membantu saya,2,2025-11-18 16:55:59
"ekspedisi nya lama, bahkan paket sampai hilang",1,2025-11-18 16:55:37
untuk pengiriman tolong di perbaiki.. karna pengiriman sekarang terlalu lama,1,2025-11-18 16:53:56
belanja jd lebih murah,5,2025-11-18 16:53:42
servernya sangat berat untuk membukanya sangat lama,5,2025-11-18 16:53:32
kerenn kalau beli beli disini dijamin gratis ongkir,5,2025-11-18 16:52:55
semoga makin banyak diskon hehehe,5,2025-11-18 16:52:14
"tolong iklan nya nggangu banget, jangan langsung di arahin ke apk shopenya",1,2025-11-18 16:51:28
Sangat bermanfaat,5,2025-11-18 16:51:23
mantap pokoknya,5,2025-11-18 16:49:15
memuaskan,5,2025-11-18 16:48:56
"SPX Express lemot, kecewa banget beberapa kali lemot sudah deket malah ga di kirim"", udah lama pake shopee makin kesini makin lemot pengiriman, buka aplikasi juga lemot kebanyakan live.",1,2025-11-18 16:48:53
"kemarinan ngirim pake sameday tapi nyampenya 2 hari, kemarin ngirim pake sameday tapi sampe sekarang juga belum sampe2. ga lagi2 dah pake spx sameday sangat lambat pengirimannya. jika meleset cuma dapet voucher 10rb sedangkan ongkir sameday nya aja 24.500",1,2025-11-18 16:48:37
gati aja dan admin nya ada internet masih ngeyel ngak ada mending upgrade aja tu mata datipada apk shopee nya mending shopee lite timbang yang asli yang asli bayak cacat nya,2,2025-11-18 16:47:46
makasi Uda datang,5,2025-11-18 16:46:20
"mantap, harga Murmer dan selalu gratis ongkir",5,2025-11-18 16:44:37
belanja nyaman barang aman,5,2025-11-18 16:44:04
setelah di update aplikasi shope gak bisa di buka Cok aplikasi shope nya,1,2025-11-18 16:43:36
suara vidio shopee ganggu.udah keluar aplikasi masih aja suara.cari meni barang malah vidio nya mengganggu,2,2025-11-18 16:41:04
barang kadang ga sesuai,2,2025-11-18 16:40:18
"mantap, barang yang di pesan sesuai semua kelas king🗿😂",5,2025-11-18 16:40:00
bagus,5,2025-11-18 16:39:38
pokoke Mak Joss...👍,5,2025-11-18 16:38:11
sangat murah mudah,5,2025-11-18 16:37:56
"ini ada yang ga bener ama sistem lacak lokasi paketnya jir , gw liat di apk kurir ada di bekasi tapi 10 menit kemudian dah ada di depan rumah gw (bandung).",4,2025-11-18 16:36:40
Alhmdllah stiap blnja di shopee.gx pernah kecewa,5,2025-11-18 16:34:32
JASA KIRIM SPX NYA JADI LAMAAAAAAAAAA.. 4 HARI STUCK DI TEMPAT TRANSIT TERAKHIR,1,2025-11-18 16:33:56
top,5,2025-11-18 16:33:48
bagusss sekali,4,2025-11-18 16:31:50
baik,4,2025-11-18 16:30:35
bagus buat kita yang mau pesan pesan voucher juga banyak,5,2025-11-18 16:30:23
Murce² kadang ad yg kosong sih pas dteng tapii lopp lop deh untuk shopeee,5,2025-11-18 16:29:29
cepat barang bagus ti gkatkan lagi pelayanan juga toko nya hrus tetap amanah,5,2025-11-18 16:29:17
saya sangat puas dengan adanya shoopy belanja lebih mudah dn tetjangkau,5,2025-11-18 16:29:01
baik,5,2025-11-18 16:28:25
aplikasi ini sangat gampang. segala keperluan ada di sini.,5,2025-11-18 16:28:24
"Mohon beri teguran untuk penjual nakal, pengiriman barang tidak sesuai pesanan, dan akun2 terindikasi penipuan moga diblacklist..",5,2025-11-18 16:27:17
Apalikasinya bagus bangaat,5,2025-11-18 16:27:01
"TIAP BUKA LANGSUNG KE MENU VIDEO, BIKIN LAG HP, KE MENU UTAMA AJA DULU, KALO ADA ORANG YG PENGEN LIHAT VIDEO DISHOPE JUGA BAKAL DI KLIK SENDIRI MENUNYA",1,2025-11-18 16:26:20
barang cepat sampai dan murah,5,2025-11-18 16:25:46
tolong pengiriman di percepat,5,2025-11-18 16:24:10
Lumayan bagus ada subsidi ongkir,5,2025-11-18 16:23:40
bagus dehhh puas,5,2025-11-18 16:23:16
shope food yang sangat mudah dan cepat,5,2025-11-18 16:20:58
mantap....berbelanja lebih mengasikan produk sesuai dgn yg ditawaran di platfom,5,2025-11-18 16:20:15
harga lebih murah dari toko sebelah .. alhamdulillah paylater qu sudah aktif lg . makasih shopee,5,2025-11-18 16:20:02
"untuk shopee udh bagus,, cuma ke apa sekarang gak bisa buat pesanan?? kadang COD nya hilang gitu?",3,2025-11-18 16:19:35
"Shopee kok sekarang lama bnget pengiriman nya iya udah 7 hari pesen toya via transfer tapi gak dateng2 barangnya, estimasi tgl 17-18 ini udah tgl 18 gimana ini min..!? kecewa bnget, kalo gini mending cancel dari awal",1,2025-11-18 16:14:57
bagus,5,2025-11-18 16:14:44
semenjak gabung dngn spx shope nggak menarik,1,2025-11-18 16:14:09
"apk nya sudah bagus tetapi masih BANYAK KURIR YANG SOK, GAK SOPANN DLL MEMBUAT TIDAK NYAMAN.",4,2025-11-18 16:13:38
mantap min,5,2025-11-18 16:13:04
Luar biasa,5,2025-11-18 16:12:13
"makin mahal, tapi kualitas makin menurun",1,2025-11-18 16:12:00
nyaman berbelanja.cuma kadang pengiriman pas tanggal kembar lambat,5,2025-11-18 16:11:05
sangat bermanfaat,5,2025-11-18 16:09:55
"semakin ke sini pelayanan kurir semakin kacauu,, status dalam pengiriman sampai dua hari barang tidak sampai tujuan, okelah ada claim keterlambatan sebesar 10 RB, tapi bukan masalah itu nya, kita sebagai pembeli, pesan barang itu karena butuh dan ingin secepatnya barang itu datang, dan satu hal lagi pihak kurir tidak pernah ada pemberitahuan ketika barang akan datang, dan no kontak kurirnya pun tidak bisa di ketahui, mohon diperhatikan, saya sebagai pengguna shopee sangat kecewa",3,2025-11-18 16:09:20
yang lainnya sih ok tapi klo ada pesan muncul ko ga ada suaranya ya ?,5,2025-11-18 16:08:17
barang bagus pas buat mesin senso kcil,5,2025-11-18 16:08:11
sangat membantu dalam mencari kebutuhan saya,5,2025-11-18 16:07:53
buruk,1,2025-11-18 16:07:02
"cepat, murah, bisa cod",5,2025-11-18 16:06:31
pelayanan nya sangat baik dan terjangkau buat mengah kebawah sukses selalu buat sopi sang pahlawan,5,2025-11-18 16:06:19
mantaap,5,2025-11-18 16:05:55
mantap,5,2025-11-18 16:03:51
jarak untuk shopee food dilebih lebihkan jadi ongkirnya besar,1,2025-11-18 16:03:23
terbaik,5,2025-11-18 16:03:19
"Kurir tidak ramah, kalo yg COD disuruh diam di tempat karena barang mau di anterin, giliran yg udah tf duluan, malah gak ngasi info apa2,",1,2025-11-18 16:02:22
aplikasi sampah,1,2025-11-18 16:02:21
karena shope sangat baik,5,2025-11-18 16:02:20
"pengiriman cepat, kualitas produk banyak pilihan",5,2025-11-18 16:02:17
"trima kasih shopee,dgn apl ini saya sangat mudah mencari barang apa yg ingin di beli",5,2025-11-18 16:02:16
"halo shopee, aku mau kasih saran nih. supaya setiap kurir yang menggantarkan barang ke rumah pelanggan, nomor telfon kurirnya dicantumkan di aplikasi shopee. jadi kita para pelanggan bisa menghubungi kurirnya. sekian terima kasih.",5,2025-11-18 16:01:46
👍🏼,5,2025-11-18 16:01:33
baik,4,2025-11-18 16:01:15
pengiriman cepat,5,2025-11-18 16:00:01
"Pengirimanya lambat sampai berminggu minggu, padahal saya sudah PILIH ambil jalur reguler expres. Coba tolong shopienya cek shop dan jasa kurirnya. Skli lagi sangat mengecewakan👎 Shopie taiiii",1,2025-11-18 15:59:32
"belanja di shopee, Alhamdulillah selama ini cukup memuaskan",5,2025-11-18 15:59:11
bagus banget aplikasinya mantap,5,2025-11-18 15:57:10
sangat membantu dalam berbelanja kebutuhan,5,2025-11-18 15:57:08
sopi amanah senang belanja di sopy,5,2025-11-18 15:56:20
sangat membantu sekali... bagus pelayanannya,5,2025-11-18 15:55:46
"saya pernah beli barang baru 1 jam saya pesan, saya saya baru sadar kalau barangnya salah lalu saya mau batalin oke udh saya batalin eh malah tunggu persetujuan penjual dan eh malah di tolak pembatalan nya padahal barangnya salah gitu kenapa ga langsung batal aja kondisinya saya bayar transfer itu kalau cod pasti di ACC sama penjualnya, menurut saya shopee ini bagus apknya tapi ada bayak kebijakan yang ga berguna lebih ke tergantung penjual, kan ga mungkin di kembalikan kalau beran perlu",3,2025-11-18 15:55:25
belanja jadi gak ribet,5,2025-11-18 15:55:23
memuaskan,5,2025-11-18 15:55:15
The Best,5,2025-11-18 15:55:06
sangat membantu,5,2025-11-18 15:54:01
memper mudah mencari apa yg di inginkan sangat membantu,5,2025-11-18 15:53:42
"paling males dan kesel kalo pesen paket ekspedisinya anteraja, pasti lama banget . kalo dpt JNE & spx enak cepet banget sampe",1,2025-11-18 15:52:43
suka bgt check out di sini🥰🥰🥰,5,2025-11-18 15:51:37
Terima kasih shopee,5,2025-11-18 15:51:14
barang bagus,5,2025-11-18 15:51:00
"CHAT DI SHOPEEFOOD SERING MENGALAMI BUG , MEREPOTKAN SAJA !",1,2025-11-18 15:50:27
Aplikasi paling cacat paling ngelag,1,2025-11-18 15:50:13
bagus,5,2025-11-18 15:50:09
sangat bagus,5,2025-11-18 15:49:37
Chat agen kenapa tidak ada solusi. Saya sudah melakukan pelunasan spaylater knpa masih berstatus kol 5 saya jadi sulit ajuin pinjaman ke bank. aplikasi scam.,1,2025-11-18 15:49:25
bagus cocok,5,2025-11-18 15:48:05
bagus,5,2025-11-18 15:46:49
Like,5,2025-11-18 15:46:02
memuaskan belanyja di shope,5,2025-11-18 15:45:51
pengantaran nya sering ada kendala lain kali mohon lebih teliti,3,2025-11-18 15:45:21
Cakep mantap... ga rugi pokoknya download apk shopee,5,2025-11-18 15:41:12
bagus,5,2025-11-18 15:40:51
terbaik shopeee menghadirkan produk produk bagus shopee memberi kemudahan segalanya mudah bersama shopeee aplikasi yg terbaik,5,2025-11-18 15:39:35
belanja mudah hemat dan cepat,5,2025-11-18 15:37:18
Mantaaappp,5,2025-11-18 15:37:02
mantap,5,2025-11-18 15:36:22
ok,5,2025-11-18 15:34:03
puas,5,2025-11-18 15:33:36
sangat mmbantu dan efisien,5,2025-11-18 15:33:24
da best,5,2025-11-18 15:33:11
Memuaskan,5,2025-11-18 15:30:32
"Banyak pilihan toko, tapi untuk barang promo seperti flash sale ataw super deala, selalu terkendala dengan layanan pengiriman yang tidak tersedia",5,2025-11-18 15:29:59
"sangat membantu, belanja enak dari rumah nggak ribet",5,2025-11-18 15:28:54
pengiriman SPX dari shopeee sangat lambat,1,2025-11-18 15:28:38
"Parah banget aplikasi ini,estimasi pesanan tidak jelas, terus menerus di tunda dikasi info 2 hari sampai malah seminggu ga nyampe_nyampe tolol banget, beda kayak di tiktok lebih cepat dagangnya respon bagus informasi estimasinya juga tepat waktu",1,2025-11-18 15:27:42
pengiriman suka lamaaa suka di tunda tunda,2,2025-11-18 15:26:54
Layanan dan pesanan sangat pas dan sesuai pesanan,5,2025-11-18 15:26:35
pengiriman lama sekali,1,2025-11-18 15:23:52
shopee agar barang yg mahal agar bisa cod juga,5,2025-11-18 15:21:50
puas berbelanja melalui shopee barang selalu sesuai dgn pesanan dan senang krn bisa berbelanja dgn sistem COD atau bayar di tempat.,5,2025-11-18 15:21:42
nyaman dan aman ..... tapi pengiriman nya kurang bagud,5,2025-11-18 15:20:40
sesuai pesanan,5,2025-11-18 15:19:31
apk ga jelas pas kasi izin login di gmail hp ku tiba tiba banget ke riset semua data,1,2025-11-18 15:19:23
sesuai maximal,5,2025-11-18 15:19:23
oke,5,2025-11-18 15:17:27
bagus banget,5,2025-11-18 15:17:08
mantapp sekali,5,2025-11-18 15:17:06
akhir2 ini shopee menyebalkan. pesanan Saya sering dibatalkan oleh shopee. pdhl Saya sudah daftar shopee VIP tp tetap saja pelayanan mengecewakan,2,2025-11-18 15:16:16
Saya sangat tertarik dengan shopee membuat belanja lebih mudah,5,2025-11-18 15:16:08
bagus,5,2025-11-18 15:15:32
shopee q sk banget bila ada yg g cocok difasilitasi responnya jg cepat trimks shopee tlh membantu Kami dalam berbelanja,5,2025-11-18 15:15:19
Good,5,2025-11-18 15:12:37
pesananya sesuai tapi harganya di naikin parah bener shopee harga 5500 di shopeenya pas Dateng jadi 55000 parah,1,2025-11-18 15:12:27
haduh paket saya telat 2 hari parah bngt gimanasi aplikasi dipemberitahuan sudah dikirim ke alamat tapi ga datang datang makin sini ko makin parahya tolong di perbaiki!,1,2025-11-18 15:10:31
kualitas barang barang nya memuas kan pelayanan kurir ramah Joss🫰🫰,5,2025-11-18 15:09:56
Bagus,5,2025-11-18 15:09:08
transaksi gagal mulu,1,2025-11-18 15:08:14
Bagus,5,2025-11-18 15:07:34
Amanah,5,2025-11-18 15:07:05
baik,5,2025-11-18 15:04:45
yaa,5,2025-11-18 15:03:51
siep,5,2025-11-18 15:03:40
aplikasi terbaik dunia akhirat kelak Amin,5,2025-11-18 15:03:19
bayar kecepatan jadi gak bisa pinjam lagi spinjamnya hadeuh coba deh shope cek data saya saya angsuran bank aja lancar malah bank seneng bayar sblm jatuh tempo ini malah gakbisa pinjam lagi payah.,2,2025-11-18 15:00:00
ok,5,2025-11-18 14:57:51
sangat bermanfaat,5,2025-11-18 14:56:48
bgus,5,2025-11-18 14:53:56
shopi tolong Adain vave dong,5,2025-11-18 14:53:55
ok,5,2025-11-18 14:53:39
spx hemat saking hemat nya kayak jalan kaki sampai tujuan apalagi cargo lebih busuk lagi,2,2025-11-18 14:53:07
Shopee tempat belanja online yang terbaik masalah barang bisa disesuaikan dengan budget kalau mau yg berkualitas ya ada harga,5,2025-11-18 14:52:37
sangat puas bgt sukses Shopee 👍,5,2025-11-18 14:52:00
Pelayanannya Memuaskan,5,2025-11-18 14:51:41
bagus sesuai dengan keinginan saya😍😍😍😍😍😍,5,2025-11-18 14:50:14
Jadi bintang 1 sekarang buruk Gagal saja.,5,2025-11-18 14:49:29
oke,5,2025-11-18 14:49:20
sangat membantu,5,2025-11-18 14:48:38
aplikasi ini juga dapat digunakan untuk melakukan hal yang kita inginkan,5,2025-11-18 14:48:06
Shopee sekarang susah di gunakan,2,2025-11-18 14:47:45
gaya baru semangat nambah,5,2025-11-18 14:47:19
kl murah terus gw tambahin bintang nya uhuy,3,2025-11-18 14:47:01
Pelayanan buruk lemot lelet,5,2025-11-18 14:46:54
selalu terbantu belanja di Shopee,5,2025-11-18 14:46:38
selama pengalaman saya kerja sama dgn shope belum pernah mengecewakan... terus jaga kwalitas ya bozz,5,2025-11-18 14:46:08
gw suka murah lebih cepet!!,5,2025-11-18 14:45:56
paylater dan pinjam riba. haram,5,2025-11-18 14:45:54
byk dn lumayan gede vouchernya. mudah klaim klo ad masalah paket. tampilan mudah d gunakan.,5,2025-11-18 14:45:33
shopppe mantaap,5,2025-11-18 14:44:27
ada shopee kita akan selalu shopping,5,2025-11-18 14:44:21
paket sampai tepat waktu,5,2025-11-18 14:44:14
hello shopee. ada baiknya kalau disertakan nama dan nomor hp kurir yg sedang bertugas,5,2025-11-18 14:43:41
pengalaman saya selama ini jadi kopassus,3,2025-11-18 14:43:37
"memudahkan kita belanja secara online,,enak aplikasi nya gak ribet,suka deh pake shopee",5,2025-11-18 14:43:33
bagus,5,2025-11-18 14:43:33
buruk,1,2025-11-18 14:42:41
bagus bgt,5,2025-11-18 14:41:38
mantap,5,2025-11-18 14:40:45
Sangat membantu untuk mendapatkan barang yang kita inginkan,5,2025-11-18 14:40:33
"shoppe pake jasa kirim spx malah ancur paket biasanya seminggu nyampe ini hampir sebulan gak sampe2, malah nyasar. gajelas banget kalo gini mulu orang mah mikir kalo mau belanja",1,2025-11-18 14:40:21
bgus,5,2025-11-18 14:39:53
sangat membantu 🥰🥰🥰🥰,5,2025-11-18 14:38:48
top,5,2025-11-18 14:38:30
Bagus dan menarik,5,2025-11-18 14:38:08
mantul,5,2025-11-18 14:37:47
"Belanja di shopee memang sangat mudah dan murah,kurir nya Ramah2 serta datangnya pesanan tepat waktu Terima Kasih shopee",5,2025-11-18 14:37:13
terimakasih,5,2025-11-18 14:37:05
"apilkasinya udah bagus,harganya juga murah murah tapi tolong diperbaiki lagi buat bayarnya,pakai e wallet cuma bisa pakai shopeepay,mau bayar pakai e wallet Lainnya gak ada pilihannya Dan itu cukup ribet jadi tolong diperbaiki lagi aplikasinya biar bisa bayar pakai e wallet lainnya",4,2025-11-18 14:36:25
bagus..semoga aja dapet discon besar besaran..😍,5,2025-11-18 14:36:06
aplikasi the best mantap pokoknya,5,2025-11-18 14:33:41
"Ongkir termurah dari Flatform yang lain, mantap",5,2025-11-18 14:32:41
bagus,5,2025-11-18 14:32:16
good,5,2025-11-18 14:30:10
"saya sebagai pembeli online shopee baru +/- sebulan sangat menyenangkan, mantap lah 👍👍👍👍👍",5,2025-11-18 14:29:44
"suka belanja di shopee ,tinggal milih dtng deh belanjaan.mksh shopee.",5,2025-11-18 14:28:56
tolong dibann aja akun2 shopeefood yang malas dan gamau antar kedalam mall itu. sudah kerja pilih2,1,2025-11-18 14:27:39
mantab,5,2025-11-18 14:27:33
parah pengiriman selalau lambat parah,1,2025-11-18 14:27:14
"pengiriman lama, selalu stack di sortiran dan proses pengirimannya pun lama",1,2025-11-18 14:27:07
mantap,5,2025-11-18 14:25:35
josss,5,2025-11-18 14:25:22
lebih mudah kalau mau beli apa apa,5,2025-11-18 14:24:38
saya puas dengan layanan disini,5,2025-11-18 14:23:23
jos,5,2025-11-18 14:21:48
paylater ga bisa aktif,4,2025-11-18 14:20:28
keren,5,2025-11-18 14:20:19
"belanja lebih mudah,, harga juga murah sesuai..",5,2025-11-18 14:19:43
sangat suka cepat.. pengiriman tepat..Ok shopee pertahankan kredibilitas mu,5,2025-11-18 14:19:33
waww shopee sangat membantu,5,2025-11-18 14:19:03
saya sangat senang berbelanja di shopee,5,2025-11-18 14:17:24
"pengiriman lelet bisa seminggu padahal barang udah lokasi teransit tinggal pengantaran ke customer malah gak di antar"" udah 3 hari 👎👎👎👎👎👎",1,2025-11-18 14:17:11
pngiriman kurir yg biasa 2x dalam 1 hri sekarang jadi cm 1x. dlu gk ada yg lbih cept dari spx. sekarang makin lelet,1,2025-11-18 14:16:42
selama ini shopee sangat okey.,5,2025-11-18 14:16:24
Good,5,2025-11-18 14:15:06
"Kalo semua toko menolak untuk COD itu terlalu memaksa keadaan, selama saya pakai shoppe blm pernah tolak barang, yg berbuat orang lain,,, lah kita kena juga. saya pastikan saya hapus aplikasi shoppe saya karena tidak bisa memilah yg melakukan kesalahan cuma beberapa malah semua yang kena.",2,2025-11-18 14:14:45
sy sangat berterima kasih atas respon nya semoga berjalan lancar Aamiin,5,2025-11-18 14:14:18
shoppee sekarang lemot buat peanan tlg 3 di kirim tlg 21 kemna ituh pegawai nyah,1,2025-11-18 14:14:16
baik,4,2025-11-18 14:14:06
Good 👍,5,2025-11-18 14:13:41
aplikasi ini sangat bagus mudah belanjanya barang sesuai shopee terbaik,5,2025-11-18 14:13:17
bagus,5,2025-11-18 14:12:11
"aplikasi sangat bagus namun belum dapat Spaylater dan Spinjam, tingkatkan lagi COD nya biar tambah seru",5,2025-11-18 14:11:25
ok,5,2025-11-18 14:11:05
bgus sekali,5,2025-11-18 14:10:42
good...,5,2025-11-18 14:07:49
belanja hemat dan seraba ada,4,2025-11-18 14:07:45
alus,5,2025-11-18 14:06:44
oknum merajalela,1,2025-11-18 14:06:14
barangnya murah murahhh saya sangat suka dan senang,5,2025-11-18 14:05:34
bagus,5,2025-11-18 14:04:50
bagus,5,2025-11-18 14:02:19
"saya senang dengan produk produk shopee, kadang kecewa dan kesal dengan pesanan yg tak sesuai .",5,2025-11-18 14:01:43
good,5,2025-11-18 13:59:35
baik,5,2025-11-18 13:59:34
"sangat Buruk ya saat sekarang ini, udah buka expedisi sendiri malah makin parah jadwal pengirimannya, dijemput lansung ke gudang shoope pun gabisa,dengan alasan harus melalui kurir, saya paham bonus kurir nya keluar per paket, tapi saya udah lama menunggu ini loh. ga sama kayak expedisi lain, boleh boleh aja jemput ke gudang nya asalkan ada bukti resi paket nya, semakin maju perusahaan nya semakin keruk kerjaan nya",1,2025-11-18 13:57:00
"g bisa ganti nama foto profil, KLO di ganti, pasti tidak bisa berubah...",2,2025-11-18 13:55:13
mantap,5,2025-11-18 13:55:03
mntaaaappp,5,2025-11-18 13:54:56
nice,5,2025-11-18 13:54:50
jos jos pokokmen mantap pelayanannya,5,2025-11-18 13:54:47
shopee emang yg terbaik,5,2025-11-18 13:54:21
"haeus jeli memilih terkadang barang yang di pusting bukan yang di juwal, tapi ciman mirip aja.",5,2025-11-18 13:54:15
pesenan saya sering terlambat,5,2025-11-18 13:53:32
pembelian barang terpercaya,5,2025-11-18 13:52:08
"Shopee makin ke sini makin ngadi-ngadi. Masak enggak bisa nulis °C (derajat celcius), enggak bisa nulis ~ (hingga) dan huruf-huruf lainnya, padahal yang dijual pakai huruf-huruf satuan. Terus deskripsinya isinya pakai apa? Kalau enggak bisa nulis karakter-karakter huruf fisika/kimia? Buat peraturan jangan yang aneh-aneh dan bikin ribet",1,2025-11-18 13:49:50
"Seperti saat sekarang ini, jadwal pengiriman sangat lama, semenjak Shopee meningkatkan perusahaan nya buka ekspedisi sendiri semakin buruk dampak nya pada aplikasi ini, pesanan bisa mencakup 10 hari lebih untuk datang ke pembeli, tidak seperti dulu yang hanya butuh waktu 3 hari, saya minta ditingkatkan jadwal pengiriman nya, konsumen kadang butuh barang cepat, dan satu lagi, tolong nomor HP kurir nya di cantumkan ketika paket udah di tangan kurir, kalau gak bisa cepat di antr biar kmi yg jemput",1,2025-11-18 13:49:49
berisik ah nyari apk apa malah ke shopee,1,2025-11-18 13:49:31
sangat cocok untuk berbelanja online 🥰,5,2025-11-18 13:49:30
👍🏽,5,2025-11-18 13:49:25
sangat membantu sekali sejak ada shopee,5,2025-11-18 13:48:02
aplikasi bagus dan mudah di gunakan,5,2025-11-18 13:47:30
shopee memang terbaik deh,5,2025-11-18 13:46:38
"SHOPEE SEKARANG KENAPA LAMA PROSES PENGANTARAN NYA, DULU PALING LAMA MENTOK 3 HARI SEKARANG PALING CEPET 4 HARI, PALING LAMA BAHKAN BISA SAMPAI 10 HARI, PADAHAL DOMISILI NYA JUGA GA TERLALU JAUH DARI TEMPAT TINGGAL SAYA",1,2025-11-18 13:45:40
Mantapp,5,2025-11-18 13:44:37
bagus,5,2025-11-18 13:44:35
sangat membantu saya untuk berbelanja,5,2025-11-18 13:44:02
mantaaa,5,2025-11-18 13:42:26
Mantab,5,2025-11-18 13:41:38
bagus dan mantap,5,2025-11-18 13:41:18
"di shopee semua kebutuhan ada di shopee, selain harganya murah,walaupun pengiriman sekarang, sering mundur dan ada pesanan yang mengecewakan, seperti barang rusak tapi tetep shopee yang terbaik dan terjangkau harganya!",5,2025-11-18 13:40:47
Love shopee,5,2025-11-18 13:37:56
"suka aja sih belanja di shope. tpi klo pengantaran dari SPX bikin ga mood. udah lah lama kurir nya ngeselin , kasar lagi",1,2025-11-18 13:37:31
aplikasiny klo mo di buka lama banget....,4,2025-11-18 13:37:01
"tolol pesen makan sampe 50 menit ga dapet"" kurir, gabisa di batalin pula",1,2025-11-18 13:36:54
tempat berbelanja yg plg asik,5,2025-11-18 13:36:28
aplikasi aneh habis pesan barang malah ke keluar akun pas mau masuk lagi lupa pw pake kode otp malah ndak bisa aplikasi tolol,1,2025-11-18 13:36:12
toko murah berserakan di aplikasi ini👍,5,2025-11-18 13:35:08
menurut aku shopee keren banget soalnya bisa buat belanja aku bisa shopping shopping tapi aku bisa juga beli peralatan yang aku butuhkan aku aku butuhkan itu Alquran aku lagi pesan al.qu.ran kayaknya tuh tanggal dikit lagi datang,5,2025-11-18 13:34:13
"tolong diperbaiki bug latar belakang. dan bug stuck sehabis main game shopee. sudah nyangkut , stuck pula. paksa restrat hpnya. bikin cape",4,2025-11-18 13:32:52
"produk baik,kualitas bagus&sedang,pelayanan kurir baik,sopan2 dan cepat diterima konsumen, harga standar dengan ongkos kirim(pokoknya Shoppe ok)",5,2025-11-18 13:32:43
baik,5,2025-11-18 13:32:43
ok,5,2025-11-18 13:32:17
gacuuur bangeeeet,5,2025-11-18 13:32:15
keren,5,2025-11-18 13:32:03
"kurirnya kadang tolol sudah sampe di hub Serang baru,,ga di anter ke penerima alasanya penerima ga ada di tempat,besoknya di cek statusnya paket malah balik lagi ke cakung ,, lama pengirimannya spx,,kalah sama lazada sama tokopedia,,banyak oknum kurir spx yg ngambil barang ,, nanti di status pengiriman barangnya hilang ,, padahal di ambil kurir .. nanti dapet kompensasi dari shopee cuma 20% dari harga barang ,, rugi banyak",1,2025-11-18 13:31:47
"bagus,,mantap lah pkoknya👍",5,2025-11-18 13:31:13
makin lama makin gak bagus pengirimannya bayangkan dari Bojonegoro ke medan 12 hari gak sampai sampai paketnya tapi yg tertulis disitu paket sedang di berangkatkan dari bekasi dc menuju percut sei tuan dc 12 hari bukan waktu yang bentar padahal barang tersebut mau di pakai secepatnya estimasi awal tanggal 12november ehh diubah jadi tanggal 19 November,1,2025-11-18 13:30:47
bagusssssssss buangeeeetttttttt...........!!! 🤩🤩🤩🤩,5,2025-11-18 13:29:48
belanja lebih murah,5,2025-11-18 13:29:44
sangat puas,5,2025-11-18 13:28:26
"pengembalian barang dan dana selalu berpihak ke seller, bukti video rekaman unboxing ada masih juga menang seller aplikasi sampah",1,2025-11-18 13:27:11
pokoknya senang banget belanja di shope😍😘,5,2025-11-18 13:25:43
"luaar biasa shopee,...bintang yg bicara",5,2025-11-18 13:25:19
"pembelian gampang, pembayarannya gampang,pengajukan pembafalan dn oengembalian dananya jg gampang.. keren..",5,2025-11-18 13:25:08
sangat membantu.,5,2025-11-18 13:24:30
"pengembalian dana tidak pernah adil ke costumer, selalu memang penjual dibanding costumer, semua bukti sudah valid. tolong diperbaiki sistem pengembalian barang dan dana",2,2025-11-18 13:24:23
"Nice , shopee terbaik dah pokoknya, jangan lupa limit paylater nya ditambahkan lagi ya 🤣",5,2025-11-18 13:24:13
"Yang bener aja, mesen makanan sampe 2 jam 30 menit ga dapet2 Driver.",1,2025-11-18 13:24:06
apk ini sangat bagus dan berguna untuk semua pelanggan,5,2025-11-18 13:23:39
bgus,5,2025-11-18 13:22:29
membantu banget untuk belanja online,5,2025-11-18 13:21:59
mudah di gunakan,4,2025-11-18 13:21:55
"Sering banget belanja di shopee dr sy suami dan anak"" juga semua belanja di shopeeeis the best",5,2025-11-18 13:21:21
"Terimakasih shopee, kamu emang ok ...............👍",5,2025-11-18 13:20:36
"Sangat rekomendasi untuk beli online , terbaik pokonya",5,2025-11-18 13:20:21
"kayaknya shopee untuk wilayah Makassar sudah mau bangkrut, barang yang sudah sampai di Tamalanrea DC tidak tersalurkan, diperkirakan sudah tidak bisa bayar karyawan untuk bongkar muat. banyak barang yang tertahan dan tidak sampai ke pelanggan",1,2025-11-18 13:20:04
"shopee sekarang sudah amanah dan terpercaya, hanya bintang yang dapat menjelaskanya. shopee keren👍",5,2025-11-18 13:20:04
sangat puas,5,2025-11-18 13:19:49
makasih sopi aku jadi bisa belanja di sopi,5,2025-11-18 13:18:58
trimskaah,5,2025-11-18 13:16:56
okey,5,2025-11-18 13:16:14
Good....,5,2025-11-18 13:15:43
barang²nya sesuai dengan ekpestasi,5,2025-11-18 13:13:44
mantap shopee,5,2025-11-18 13:13:38
