review_text,rating,review_date,text_clean
belanja di shoope makin mantap,5,2025-11-19 14:48:28,belanja shoope makin bagus
tempat hhabiskan uang suami cok,5,2025-11-19 14:47:57,tempat hhabiskan uang suami cok
"shopee emang terbaik, lebih hemat murah kualitas barang cntik2 sma, cm untk saat ni aku sedikit kcw gk bs cod lg, cm krna kesalahan org lain aku yg kena imbasnya, pesan brng tpi ingkar jnji tolak brng seakan2 aku yg psn,, tp gk pp d cb d lain wktu mdh2an bs cod lg",5,2025-11-19 14:47:36,shopee emang baik lebih hemat murah kualitas barang cntik sma cm untk ni aku sedikit kcw tidak cod lg cm krna salah org aku kena imbas pesan brng tpi ingkar jnji tolak brng akan aku psn tapi tidak pp d cb d wktu mdhan cod lg
paket 2 minggu sampai,3,2025-11-19 14:47:23,paket minggu
ok,5,2025-11-19 14:47:01,oke
"aplikasi penggangu..setiap buka aplikasi lain selalu ke shopee, menghambat pekerjaan",1,2025-11-19 14:45:08,aplikasi penggangusetiap buka aplikasi selalu shopee hambat kerja
baik dan cepat sampai nya,5,2025-11-19 14:43:19,baik cepat nya
ok,5,2025-11-19 14:43:05,oke
untuk saat ini shoppy masih aman tdk ada yg bisa di retas sistem shoppy pay,5,2025-11-19 14:40:08,shoppy aman tdk retas sistem shoppy pay
semoga kedepannya jaug lebih baik lagi ya dan limit juga bisa semakin naik.terus jadi aplikasi belanja online yg enak di gunakan👍👍👍,5,2025-11-19 14:37:08,moga depan jaug lebih baik limit makin naikterus jadi aplikasi belanja online enak guna bagus bagus bagus
"BANYAK TRANSIT HUB AMBON YG NAHAN PAKET TERLALU LAMA, JADINYA SAMPE HAMPIR SEBULAN, NGA DI ANTEEEERR ANTEEEER, BERUJUNG PENGEMBALIAN GITU JADI MAKIN MAKAN WAKTU. PLIS DIPERBAIKI LAGI KUALITASNYA",2,2025-11-19 14:36:44,banyak transit hub ambon nahan paket terlalu lama jadi sampe hampir bulan tidak anterr anter ujung kembali gitu jadi makin makan waktu baik kualitas
segalanya ada dan praktis,5,2025-11-19 14:35:05,segala praktis
sangat bagus 🥰😍🤗,5,2025-11-19 14:34:21,sangat bagus suka suka
"pengiriman nya sangat² lelet sekali, sangat jelek pelayan nya juga",1,2025-11-19 14:33:49,kirim nya sangat lambat sekali sangat buruk layan nya
👍🏾,5,2025-11-19 14:33:01,bagus
good,5,2025-11-19 14:32:22,bagus
shope belanja termudah dan top,5,2025-11-19 14:31:13,shope belanja mudah top
mantap,5,2025-11-19 14:28:24,bagus
sop apa yang berwarna Oren? yo sopeeyyyy,5,2025-11-19 14:27:05,sop apa warna oren yo sopeey
pengiriman tepat waktu. tolong blacklist toko nakal yg menjual tak sesuai iklan,5,2025-11-19 14:26:00,kirim tepat waktu blacklist toko nakal jual tak sesuai iklan
good,5,2025-11-19 14:25:55,bagus
Belanja semakin mudah,5,2025-11-19 14:25:22,belanja makin mudah
BAGUS,5,2025-11-19 14:24:28,bagus
Mantap,5,2025-11-19 14:24:01,bagus
membantu,5,2025-11-19 14:23:30,bantu
kecewa pengembalian dana saya lama banget di proses terus dari tgl 13 sampai sekarang tgl 19 belum juga di proses .buat shopee lain kali jangan ada penjemputan barang deh langsung aja di antar ke drop point biar tdk ada kesalahan nempel resi kaya punya aku kalau sudah salah tempel itu siapa yg rugi 😭😭😭,4,2025-11-19 14:22:55,kecewa kembali dana lama banget proses terus tgl sekarang tgl belum proses buat shopee kali jangan jemput barang deh langsung aja antar drop point biar tdk salah nempel resi kaya punya aku kalau salah tempel siapa rugi
udh kesekian kalinya pake aplikasi shoope,5,2025-11-19 14:22:45,udh sekian kali pake aplikasi shoope
mantab,5,2025-11-19 14:22:40,mantab
sangat membantu,5,2025-11-19 14:20:06,sangat bantu
saya sering belanja di shopee,5,2025-11-19 14:19:18,sering belanja shopee
aplikasi ini sangat dan membantu,5,2025-11-19 14:18:41,aplikasi sangat bantu
selaku mengajukan pinjaman tapi tidak pernah lolos,5,2025-11-19 14:17:59,selaku aju pinjam tapi tidak pernah lolos
sangat bagus,5,2025-11-19 14:17:05,sangat bagus
"mudah mempesan barang² dan membantu,harga nya juga terjangkau",5,2025-11-19 14:17:04,mudah pes barang membantuharga nya jangkau
"semoga bisa dipertahankan untuk para seller didalam jaringan shopee... pelayanan baik, pengiriman baik dan aplikasi mudah... untuk respon penjual tolong diperbaiki saat ada keluhan dr kami selaku pembeli... terima kasih, semoga segera dibenahi hal hal yg kurang mendukung untuk kami...",5,2025-11-19 14:17:03,moga tahan seller dalam jaring shopee layan baik kirim baik aplikasi mudah respon jual baik keluh selaku beli terima kasih moga segera benah kurang dukung
good,5,2025-11-19 14:16:10,bagus
Spx express pemalas,1,2025-11-19 14:14:52,spx express malas
puas lah...,5,2025-11-19 14:14:48,puas lah
asoiii,5,2025-11-19 14:13:36,asoi
keren abis mantap sukses trus,5,2025-11-19 14:10:59,keren abis bagus sukses trus
ok,5,2025-11-19 14:10:47,oke
"makin lama paket nya makin lama datang udah di pesan jauh"" hari juga tetap aja datang ny engak tepat waktu",1,2025-11-19 14:09:32,makin lama paket nya makin lama datang pesan jauh hari tetap aja datang ny engak tepat waktu
ya sngt baik,5,2025-11-19 14:09:29,sngt baik
"semoga sllu amanah,mudah,Murmer,hrga trjangkau,dan sllu banyak promo2 dan yg pnting pelayanan no 1 🥰,dan juga freongkir 😁😅",5,2025-11-19 14:08:56,moga sllu amanahmudahmurmerhrga trjangkaudan sllu banyak promo pnting layan no suka freongkir senang
belanja di shopee murah dan bagus barangnya,5,2025-11-19 14:08:48,belanja shopee murah bagus barang
"aplikasi yang memuaskan dan membuat tenang,dan semua barang insyallah amanah disini ....🥰🥰🥰",5,2025-11-19 14:08:22,aplikasi muas buat tenangdan semua barang insyallah amanah sini suka suka suka
bermanfaat,5,2025-11-19 14:07:52,manfaat
"Surat terbuka buat SPX saya sebagai penjual merasa sangat dirugikan berkali kali, estimasi pengiriman melewati batas waktu yg ditentukan, sehingga terjadi pembatalan sepihak. pengiriman stuck 18 hari tidak berjalan stuck digudang (SPX regular), ketika batal sepihak barang saya gak tau dimana rimba nya dengan mudahnya pihak SPX bilang barang sedang perjalan retur ke alamat saya (alamat penjual) dengan no resi yg sudah tidak bisa lagi dilacak . sy tunggu berminggu2 tidak ada paket retur!!",1,2025-11-19 14:07:20,surat buka buat spx jual rasa sangat rugi kali kali estimasi kirim lewat batas waktu tentu jadi batal pihak kirim stuck hari tidak jalan stuck gudang spx regular batal pihak barang tidak tau rimba nya mudah pihak spx bilang barang sedang jalan retur alamat alamat jual no resi tidak lacak tunggu minggu tidak paket retur
bagus.. dan sangat cepat.,5,2025-11-19 14:06:16,bagus sangat cepat
shoppe platform jual beli bagus plus menguntungkan terutama bagi reseler atau pun pembeli karena ada banyak promo setiap bulannya,5,2025-11-19 14:05:48,shoppe platform jual beli bagus plus untung utama reseler beli banyak promo bulan
lama Ter download,1,2025-11-19 14:04:32,lama ter download
"mantap, sering² ngasih voucher nyaa minn",5,2025-11-19 14:02:14,bagus sering ngasih voucher nyaa minn
"ngk ada fitur ff ,🗿",5,2025-11-19 14:02:00,ngk fitur ff
aplikasi oke..,5,2025-11-19 13:59:53,aplikasi oke
pokoknya ttp ok..jdi langganan,5,2025-11-19 13:59:32,pokok ttp okjdi langgan
Mantap,1,2025-11-19 13:57:58,bagus
membantu saya untuk belanja kebutuhan dan perlengkapan propesi saya. bisa cod dan bisa di cicil pula.. mantab dah terima kasih shopee indonesia,5,2025-11-19 13:57:11,bantu belanja butuh lengkap propesi cod cicil mantab dah terima kasih shopee indonesia
"Tolong kalau baru masuk aplikasi, jangan langsung di arahkan ke video, menurut saya itu sangat menggangu.",5,2025-11-19 13:56:40,kalau baru masuk aplikasi jangan langsung arah video sangat menggangu
"sampai saat ini. order., sesuai pesananan. Informasi perjalanan paket. sesuai dengan info nya. harap di perthan kan kondite nya. bravo",5,2025-11-19 13:56:30,order sesuai pesananan informasi jalan paket sesuai info nya harap perthan kan kondite nya bravo
"Di upgrade malah loading terus. Bukannya makin bagus malah makin aneh, aplikasi yg bermasalah malah suruh cek koneksi internet, jelas-jelas koneksi internet lancar, payah! proses pengiriman juga makin lama makin sampah! barang saja sering ditahan 4hri di gudang! sampah!",1,2025-11-19 13:55:35,upgrade malah loading terus bukan makin bagus malah makin aneh aplikasi masalah malah suruh cek koneksi internet jelasjelas koneksi internet lancar payah proses kirim makin lama makin sampah barang sering tahan hri gudang sampah
ditambah lagi promonya,5,2025-11-19 13:55:32,tambah promonya
sangat suka blnja di shopee mudah aman nyaman dan murah pasti nya,5,2025-11-19 13:54:47,sangat suka blnja shopee mudah aman nyaman murah nya
pengiriman sangat lamaaa,1,2025-11-19 13:53:32,kirim sangat lama
shopee dancok asu itel celeh kirek,1,2025-11-19 13:50:53,shopee dancok asu itel celeh kirek
luv❤️,5,2025-11-19 13:50:49,luv suka
mntp de,5,2025-11-19 13:49:22,mntp de
mantap bagus sangat memuaskan,5,2025-11-19 13:49:12,bagus bagus sangat muas
"Sdh lumayan bagus, tapi saran saya Video Unboxing juga diterapkan pada penjual, agar konsumen yakin kalau barang yang dibelinya tdk rusak atau cacat.",5,2025-11-19 13:47:41,lumayan bagus tapi saran video unboxing terap jual konsumen yakin kalau barang bel tdk rusak cacat
sejauh ini enjoy² aja pake shopee karena jarang ada kendala,5,2025-11-19 13:47:09,jauh enjoy aja pake shopee jarang kendala
mantap eey,5,2025-11-19 13:47:00,bagus eey
bagus,5,2025-11-19 13:46:25,bagus
dengan adanya aplikasi shopee belanja jadi mudah,4,2025-11-19 13:45:50,ada aplikasi shopee belanja jadi mudah
Produk unggul pelayanan cepat,5,2025-11-19 13:45:18,produk unggul layan cepat
proses pengembalian mudah tidak dipersulit,5,2025-11-19 13:44:43,proses kembali mudah tidak sulit
terima kasih,5,2025-11-19 13:44:17,terima kasih
baik dan bermanfaat👍👍👍👍👍,5,2025-11-19 13:43:40,baik manfaat bagus bagus bagus bagus bagus
murah meriah dn bnyk promo nya,5,2025-11-19 13:43:33,murah riah dn bnyk promo nya
puas dg barangnya.,5,2025-11-19 13:43:28,puas dg barang
mantappp,5,2025-11-19 13:43:16,bagus
"sangat lah bagus untuk urng yng mageran keluar nyri barang"" kyh baju sepatu dn lain"" ny",5,2025-11-19 13:42:31,sangat lah bagus urng yng mageran keluar nyri barang kyh baju sepatu dn ny
sangat membantu,5,2025-11-19 13:42:11,sangat bantu
anak saya sukak pokonya,5,2025-11-19 13:41:45,anak sukak poko
mantap sih banyak banget diskon nya,4,2025-11-19 13:41:05,bagus sih banyak banget diskon nya
bagus,5,2025-11-19 13:39:05,bagus
Baik..mantap..oke,5,2025-11-19 13:37:41,baikmantapoke
"pesanan saya di shoope sangat tepat waktu, barang sesuai, murah dan kurirnya sangat ramah pengantaran sesuai sampai di tempat. terimakasih🙏",5,2025-11-19 13:37:28,pesan shoope sangat tepat waktu barang sesuai murah kurir sangat ramah antar sesuai tempat terimakasih terima kasih
sangat baik,5,2025-11-19 13:37:03,sangat baik
"Hai shoppee Indonesia.. kenapa sekarang pengirimannya sering di undur pada estimasi penerimaan barangnya.. kan kita jadi kecewa.. yg awalnya berharap dikirim sesuai estimasi awal, malah harus kecewa karena di undur dari seharusnya diterima. Mohon sekali untuk shoppee meningkatkan kualitas pengirimannya.. Terima kasih 😘💕 Aku senang belanja di shoppee sebenarnya selain harganya yg lebih baik dan juga pelayanannya yg bagus.. Mohon jangan mengecewakan yaaa.. Seperti di platform belanja yg lain...",5,2025-11-19 13:36:54,hai shopee indonesia sekarang kirim sering undur estimasi terima barang kan jadi kecewa awal harap kirim sesuai estimasi awal malah kecewa undur terima mohon sekali shopee tingkat kualitas kirim terima kasih suka aku senang belanja shopee benar harga lebih baik layan bagus mohon jangan kecewa platform belanja
keren,5,2025-11-19 13:36:50,keren
aplikasi yang bagus dan banyak diskon,5,2025-11-19 13:35:50,aplikasi bagus banyak diskon
baguss bangett,5,2025-11-19 13:35:10,baguss bangett
aplikasi nya sangat membantu untuk banyak keperluan,5,2025-11-19 13:34:40,aplikasi nya sangat bantu banyak perlu
aplikasi jelek banyak iklan,1,2025-11-19 13:33:53,aplikasi buruk banyak iklan
keren,5,2025-11-19 13:33:17,keren
pengiriman tak pernah sampai spx shopee untuk area palembang,1,2025-11-19 13:32:53,kirim tak pernah spx shopee area palembang
selalu memuaskan pelanggan sukses ya,5,2025-11-19 13:32:53,selalu muas langgan sukses
mantaps,5,2025-11-19 13:31:39,mantaps
Mantap dan banyak produk2 yg bermanfaat untuk kebutuhan sehari-hari,5,2025-11-19 13:30:50,bagus banyak produk manfaat butuh seharihari
"sangat bagus untuk mengenai pinjam uang tunai secara praktis bagi individu yang terdesak. Dan sangat bagus untuk vocer belanja dan promo lain nya yang menarik. Saran : untuk perkembangan kedepan, tolong penjual yang kurang prefesional di beri sanksi/denda. karena, saya sebagai konsumen kecewa dengan pelayanan si penjual. karena memaksa beli barang yang sudah saya cencel karna saya berubah fikiran. untuk kali ini masih saya maaf kan.. untuk ke depan tolong jangan seperti itu.",5,2025-11-19 13:29:44,sangat bagus kena pinjam uang tunai praktis individu desak sangat bagus vocer belanja promo nya tarik saran kembang depan jual kurang prefesional beri sanksidenda konsumen kecewa layan si jual paksa beli barang cencel karna ubah fikiran kali maaf kan depan jangan
sangat membantu dan mudah sekali dalam berbelanja apapun secara online,5,2025-11-19 13:26:41,sangat bantu mudah sekali belanja apa online
"mikiri bli kang tgl 19 kontrol meng rumah sakit maning uh,,, edehhhhh",1,2025-11-19 13:25:59,mikiri bli kang tgl kontrol meng rumah sakit maning uh edeh
Bagusss,5,2025-11-19 13:25:53,bagus
👍🏻,5,2025-11-19 13:25:34,bagus
mantap,5,2025-11-19 13:25:15,bagus
sangat menggangu sekali iklan yang anda dan tim kalian tampilkan,1,2025-11-19 13:22:55,sangat menggangu sekali iklan tim kalian tampil
good apk,5,2025-11-19 13:22:54,bagus apk
mntap,5,2025-11-19 13:21:06,mntap
sangat membantu,5,2025-11-19 13:20:31,sangat bantu
respon toko bagus paking aman peringiriman lancar kurir ramah,5,2025-11-19 13:19:52,respon toko bagus paking aman peringiriman lancar kurir ramah
"saya suka belanja di shopee, barangnya murah, pengiriman cepat",5,2025-11-19 13:19:33,suka belanja shopee barang murah kirim cepat
iklan mengganggu,1,2025-11-19 13:18:43,iklan ganggu
shopee terbaik,5,2025-11-19 13:18:27,shopee baik
kren,5,2025-11-19 13:18:16,kren
aplikasi nya bagus banget,5,2025-11-19 13:16:55,aplikasi nya bagus banget
sangat puas TDK mengecewakan barang bagus,5,2025-11-19 13:16:36,sangat puas tdk kecewa barang bagus
bagus pesanan sesuai,5,2025-11-19 13:14:10,bagus pesan sesuai
"akun saya tiba² di batasi , aneh banget",1,2025-11-19 13:13:31,akun tiba batas aneh banget
tolong diadakan fitur utk menghapus pesanan yg sdh selesai,5,2025-11-19 13:12:20,ada fitur utk hapus pesan selesai
suka Shoppe,5,2025-11-19 13:12:13,suka shoppe
"tolong buat shopee ya tingkat kan kerja kalian lahh engganeh paket li ngirim sue banget luu saya sebagai pelanggan kecewa yakin lahh tolong lahh,kya wingggi enggane barang gari kirim umah masa di balikna maning ming penjuale sii anu piwee gie nyong sebagai pelanggan kecewa berat yakinn lahh.. oke ngesuk"" tingkatna kerjane yaa",1,2025-11-19 13:11:45,buat shopee tingkat kan kerja kalian lahh engganeh paket li ngirim sue banget luu langgan kecewa yakin lahh lahhkya wing enggane barang gari kirim umah masa balikna maning ming penjuale sii piwee gie nyong langgan kecewa berat yakinn lahh oke ngesuk tingkatna kerjane yaa
mantulnpokoknx👍👍👍,5,2025-11-19 13:11:01,mantulnpokoknx bagus bagus bagus
membantu belanja saya,5,2025-11-19 13:10:18,bantu belanja
best,5,2025-11-19 13:09:27,best
kurir nya lelet kaia main main,2,2025-11-19 13:08:12,kurir nya lambat kaia main main
aplikasinya bagus banget,5,2025-11-19 13:07:02,aplikasi bagus banget
"trima kasih shopee, puas belanjax",5,2025-11-19 13:07:00,trima kasih shopee puas belanjax
"proses cepat, lancar, pengembalian (retur) jga cepat pokoknya OK BGT dech",5,2025-11-19 13:06:35,proses cepat lancar kembali retur jga cepat pokok oke banget dech
okeeeeeee,4,2025-11-19 13:06:23,oke
aplikasi bagus untuk belanja online,5,2025-11-19 13:05:49,aplikasi bagus belanja online
apik,5,2025-11-19 13:05:22,apik
buruk sekali jangan didownload apalagi fitur shopee pay y kayak perampok,1,2025-11-19 13:05:07,buruk sekali jangan didownload fitur shopee pay y kayak rampok
kreen,5,2025-11-19 13:05:02,kreen
sangat puas belanja di shoope karna harga nya sangat² terjangkau 😍 walaupun ku harus sabar menunggu sampai 2 mingguan baru paket ku sampai dimalinau😄,5,2025-11-19 13:04:33,sangat puas belanja shoope karna harga nya sangat jangkau suka walaupun ku sabar tunggu minggu baru paket ku dimalinau
sangat membantu dan memberikan informasi yang menarik,5,2025-11-19 13:04:01,sangat bantu beri informasi tarik
"kemaren ada paket ku nd datang"" pas di liat kurir nya bilang udah, tapi gatau dia kirim di mana gjls (musnah kan orang"" begitu min) babi btl",2,2025-11-19 13:03:31,kemaren paket ku nd datang pas liat kurir nya bilang tapi gatau kirim mana gjls musnah kan orang min babi btl
pelayanan nya cepat dan puas dgn resellernya smoga makin maju lg dan memberikan yg terbaik buat pelanggannya,5,2025-11-19 13:02:40,layan nya cepat puas resellernya smoga makin maju lg beri baik buat langgan
banyakin voucher nya kak,5,2025-11-19 13:02:27,banyakin voucher nya kak
keren,5,2025-11-19 13:02:23,keren
kami ingin mau beli baju natal,5,2025-11-19 13:02:17,mau beli baju natal
puas pelayanan,5,2025-11-19 13:01:35,puas layan
knpa sih padahl udah instal tapi gak bisa cekout teruss udah nunggu stngah jam masih tetep sama gak bisa cekout malah layar nya putih gak bisa di tekan,2,2025-11-19 13:01:27,knpa sih padahl instal tapi tidak cekout teruss nunggu stngah jam tetep sama tidak cekout malah layar nya putih tidak tekan
setiap kali belanja di sopi aku slalu puas semua yg di kirim sesuai yg si promosikan ..jos👍,4,2025-11-19 13:01:01,kali belanja sopi aku slalu puas semua kirim sesuai si promosi jos bagus
good,5,2025-11-19 13:00:31,bagus
mantap,5,2025-11-19 12:59:23,bagus
baik,5,2025-11-19 12:58:58,baik
kerennn ni apk bisa buat nonton dracin jugaa🗿,5,2025-11-19 12:57:32,keren ni apk buat nonton dracin jugaa
terbaik,4,2025-11-19 12:56:37,baik
"kenapa jasa pengiriman skarang gak pernah y sampai ke rumah apa memang SOP dari perusahaannya begitu, masa iya harus jemput lagi ke persimpangan rumah yang mana kadang si pemesan lagi sibuk(disawah)/bekerja, lah trus kalau sibuk g BS dong buat menjemput, nah knp harus di retur kurir nya kan aneh",1,2025-11-19 12:56:10,jasa kirim skarang tidak pernah y rumah apa memang sop usaha masa iya jemput simpang rumah mana kadang si mes sibukdisawahbekerja lah trus kalau sibuk g dong buat jemput nah knp retur kurir nya kan aneh
jelek aplikasi terjelek verifikasi ganti hp aja ribet najis,1,2025-11-19 12:55:56,buruk aplikasi jelek verifikasi ganti hp aja ribet najis
"cepat dan amanah, packing rapih dan aman.",5,2025-11-19 12:55:19,cepat amanah packing rapih aman
Shopee barang nya tdk pernah mengecewakan barang nya bagus semua dn murah2,5,2025-11-19 12:54:37,shopee barang nya tdk pernah kecewa barang nya bagus semua dn murah
sangat bagus top markotop,5,2025-11-19 12:54:23,sangat bagus top markotop
"Shopee mantap, semua seeba mudah wkwkwk 🙌🤗",5,2025-11-19 12:53:42,shopee bagus semua seeba mudah wkwkwk
shoope andalan saya kalo belanja online,5,2025-11-19 12:53:39,shoope andal kalau belanja online
saat ini barang yg di beli di shopee sesuai yaa sangat memuaskan 🥰🥰,4,2025-11-19 12:53:25,barang beli shopee sesuai yaa sangat muas suka suka
aplikasi bagus buat belanja,5,2025-11-19 12:51:47,aplikasi bagus buat belanja
mantab dan jos,5,2025-11-19 12:51:42,mantab jos
sangat baik,5,2025-11-19 12:51:10,sangat baik
bagus,5,2025-11-19 12:50:35,bagus
akun saya bisa kembali lagi mantap,5,2025-11-19 12:49:07,akun bagus
mantap,3,2025-11-19 12:46:30,bagus
"aku suka pesan melalui shopee kenapaya ada barang yang sampenya bagus adajuga yang rusak apa itu salanya yang kirim barang apa salanya bagian pengiman shopee ato salahnya kurir TOLONG DI PERHATIKAN KASIAN YANG NUNGU BARANG NUNGU BER HARI² TAU""NYA BARANG YANG DI TERIMA ADA YANG RUSAK🙏🙏🙏",4,2025-11-19 12:46:28,aku suka pesan lalu shopee kenapaya barang sampenya bagus adajuga rusak apa sala kirim barang apa sala bagi kim shopee ato salah kurir perhati kasi nungu barang nungu ber hari tau barang terima rusak terima kasih terima kasih terima kasih
belnja pling murah,5,2025-11-19 12:45:40,belnja pling murah
suka,5,2025-11-19 12:45:38,suka
melalui shopee Indonesia semakin mudah belanja dan mudah membeli barang yg sulit dicari di toko offline serta harga murah dibandingkan dengan toko offiine,5,2025-11-19 12:45:05,lalu shopee indonesia makin mudah belanja mudah beli barang sulit cari toko offline harga murah banding toko offiine
𝓀𝓃𝓉𝓁,1,2025-11-19 12:44:45,
bagus app ini saya suka !!!,1,2025-11-19 12:44:36,bagus app suka
"buat yth tolong di perbesar no yg tercantum di depkripsi terkadang ada kurir yg idiot yg gk bisa baca atau emng tolol biar gak salah lagi yg order siapa yg nerima siapa udah lama2 nunggu apalagi smpe pre order eh di kasih org gtau siapa,saran gua itu sih perbesar no yg tercantum.",3,2025-11-19 12:44:08,buat yth besar no cantum depkripsi terkadang kurir idiot tidak baca emng tolol biar tidak salah order siapa nerima siapa lama nunggu smpe pre order eh kasih org gtau siapasaran gua sih besar no cantum
mantaabbb vouchernya,5,2025-11-19 12:43:53,mantaab vouchernya
belanja di shoopy proses mudah dan ga ribet,5,2025-11-19 12:43:28,belanja shoopy proses mudah tidak ribet
Keluar masuk terus sinyal kuat!,1,2025-11-19 12:43:19,keluar masuk terus sinyal kuat
memudahkan belanja,5,2025-11-19 12:41:20,mudah belanja
"mantap sekali very good sangat membantu sangat memuaskan,market yang luar biasa",5,2025-11-19 12:40:19,bagus sekali very bagus sangat bantu sangat memuaskanmarket luar biasa
ok,5,2025-11-19 12:40:17,oke
"aplikasi yg mempermudah saya untuk membeli produk"" yg berkualitas.",5,2025-11-19 12:40:12,aplikasi mudah beli produk kualitas
barang bagus sesuai,5,2025-11-19 12:39:10,barang bagus sesuai
terima kasih shopee limit saya kembali pulih jadi bs order lagi,5,2025-11-19 12:38:36,terima kasih shopee limit pulih jadi order
puas,5,2025-11-19 12:38:21,puas
"terus jaya shopee, dan selektif untuk pelapak yg tidak bertanngung jawab yg mengatas namakan shopee👍👍👍👍",5,2025-11-19 12:38:09,terus jaya shopee selektif lapak tidak bertanngung jawab atas nama shopee bagus bagus bagus bagus
sangat bagus,5,2025-11-19 12:37:33,sangat bagus
Dengan adanya shopee mudah untuk membeli barang apapun tanpa harus keluar rumah,5,2025-11-19 12:37:22,ada shopee mudah beli barang apa keluar rumah
sangat puas belanja di shopee.,5,2025-11-19 12:34:22,sangat puas belanja shopee
mantap. semoga makin banyak diskon,5,2025-11-19 12:33:54,bagus moga makin banyak diskon
"sangat membantu, tpi sering terjadi kendala dlm pemesanan tolong kedepannya di perbaiki...",5,2025-11-19 12:33:39,sangat bantu tpi sering jadi kendala dlm mesan depan baik
sangat puas,1,2025-11-19 12:32:41,sangat puas
suka banget belanja di shopee,5,2025-11-19 12:32:15,suka banget belanja shopee
selalu kasih free ongkir..tanpa min pembelian..nice🥰,5,2025-11-19 12:30:35,selalu kasih free ongkirtanpa min pembeliannice suka
sangat puas berbelanja di shopee,5,2025-11-19 12:29:00,sangat puas belanja shopee
Ko aplikasi ya agk lemot ya,5,2025-11-19 12:27:34,ko aplikasi agk lambat
aplikasi paling aku sukak 🤗😘 karna pesanan yang datang selalu sesuai dengan yang di pesan di aplikasi orange atau shopee,5,2025-11-19 12:27:26,aplikasi paling aku sukak suka karna pesan datang selalu sesuai pesan aplikasi orange shopee
"aplikasi yg memudah kan belanja,, belanja GK perlu ribet,,, suka banget blanja di Shopee,, banyak diskon dan bisa gratis ongkir juga",4,2025-11-19 12:26:12,aplikasi mudah kan belanja belanja tidak perlu ribet suka banget blanja shopee banyak diskon gratis ongkir
aplikasi yang bagus mudah untuk dipahami,5,2025-11-19 12:25:50,aplikasi bagus mudah paham
"akhir-akhir barang yang di beli, udah sampai di lokasi sortir terakhir tetapi kembali lagi ke lokasi sortir sebelumnya",5,2025-11-19 12:25:47,akhirakhir barang beli lokasi sortir akhir lokasi sortir belum
aplikasi sangat bagus,5,2025-11-19 12:25:26,aplikasi sangat bagus
mantap,5,2025-11-19 12:25:17,bagus
"expedisi rekomendasi shopee (JNE) ampas, banyak review produk negatif (bintang 1) krn expedisi ini.",1,2025-11-19 12:25:08,expedisi rekomendasi shopee jne ampas banyak review produk negatif bintang expedisi
barang bagus dan harga lebih murah dari vendor lainnya,5,2025-11-19 12:23:37,barang bagus harga lebih murah vendor lain
sangat membantu,5,2025-11-19 12:23:22,sangat bantu
aku sangat suka shopee,5,2025-11-19 12:22:40,aku sangat suka shopee
"membantu banget buat mendapatkan sesuatu yg di butuhkan, terima kasih",5,2025-11-19 12:22:34,bantu banget buat dapat butuh terima kasih
bagus,5,2025-11-19 12:22:19,bagus
"bagus agar sortir barang yang sesuai dengan aslinya ,karena banyak barang di beli tidak sesuai tidak sesuai iklannya",5,2025-11-19 12:21:46,bagus sortir barang sesuai asli banyak barang beli tidak sesuai tidak sesuai iklan
Barang bagus biar sedikit lambat agak lama menanti tapi Puas 👍👍👍🙏✅️,5,2025-11-19 12:21:43,barang bagus biar sedikit lambat lama nanti tapi puas bagus bagus bagus terima kasih
tidak ada kebijakan dari admin shopee atas keteledoran saat transaksi pembayaran retur paket sudah di bayar tf di admin niat benerin retur malah gak bisa di benerin di kembalikan tf malah respon nya gak ada sama sekali,1,2025-11-19 12:21:29,tidak bijak admin shopee atas teledor transaksi bayar retur paket bayar tf admin niat benerin retur malah tidak benerin kembali tf malah respon nya tidak sama sekali
puas,5,2025-11-19 12:21:15,puas
"pengiriman barang gak jelas,paket di ulur2 tanpa ada kepastian.tidak bisa di cancel dr soppe hrs nunggu dtg barang baru pemerima yg nolak.paket stuk di tempat gak ada info klo qt gak nanya itu ja gak sesuai harapan jelasnya kapan tiba",2,2025-11-19 12:20:16,kirim barang tidak jelaspaket ulur kepastiantidak cancel soppe hrs nunggu dtg barang baru rima nolakpaket stuk tempat tidak info kalau qt tidak nanya ja tidak sesuai harap jelas kapan tiba
bagus bnget,5,2025-11-19 12:20:10,bagus bnget
mantap,5,2025-11-19 12:19:53,bagus
"oke, not bad lah",5,2025-11-19 12:19:38,oke not bad lah
"update terbaru makin jelek, woi shopee fitur pencarian lokasi nya kenapa dihilangkan dah, aneh banget, padahal memudahkan pengguna.....",2,2025-11-19 12:19:18,update baru makin buruk woi shopee fitur cari lokasi nya hilang dah aneh banget padahal mudah guna
baik,5,2025-11-19 12:19:06,baik
pihak shoppe lebih memihak pembeli,5,2025-11-19 12:17:54,pihak shoppe lebih pihak beli
"BUDEK, CANTUMKAN NOMER HAPE KURIR !!!",1,2025-11-19 12:17:41,budek cantum nomer hape kurir
top,5,2025-11-19 12:17:25,top
mantep,4,2025-11-19 12:16:46,mantep
mantap sesuai pesanan,5,2025-11-19 12:16:15,bagus sesuai pesan
iidbo,5,2025-11-19 12:15:37,iidbo
🥰🥰,4,2025-11-19 12:14:22,suka suka
bagus layanan nya,5,2025-11-19 12:13:42,bagus layan nya
"qx PP lxpxxxx cocoo oo9 ,, di sini ssssddmss sad",3,2025-11-19 12:13:20,qx pp lxpx cocoo oo sini sddmss sad
